internal_id,name,bga_player_id,current_country,bga_country,status
20975,goelly,86457612,BE,BE,ok
20997,LouNellie,87730583,BE,BE,ok
21064,CEUSTELE,86068821,BE,BE,ok
21079,wunderlagerlover,87620022,BE,BE,ok
21149,PuliTNT,88553274,BE,BE,ok
21160,Mamagishag,89860845,BE,BE,ok
21163,Vincksken,89993284,BE,BE,ok
21166,lysiane89,88920948,BE,BE,ok
21167,willem2008,87175758,BE,BE,ok
21187,flo888,85765260,BE,BE,ok
21194,koby1812,89560701,BE,BE,ok
21198,Popoi107,96061263,BE,BE,ok
21226,GreatHarlekin,83982148,BE,BE,ok
21232,JBStout,85821192,BE,BE,ok
21247,TinKuling,90828614,BE,BE,ok
21385,Azalea Jones,86374245,BE,BE,ok
21400,Lilie1086,86257865,BE,BE,ok
21438,kvp 2,91828185,BE,BE,ok
21445,scatchah,84995620,BE,BE,ok
21534,raaaaats,88503173,BE,BE,ok
21568,Lambik,85581842,BE,BE,ok
21655,Bastoshe,87289305,BE,BE,ok
21729,WizzHunter,84913544,BE,BE,ok
21730,Tyra_Vos,86809790,BE,BE,ok
21751,Krishnaps,88140979,BE,BE,ok
21777,RubbyUbby,84498213,BE,BE,ok
21816,Djeu07,85258574,BE,BE,ok
21823,Bosbess,87137524,BE,BE,ok
21853,Bart Courtmans,86361092,BE,BE,ok
21865,Ulliballi,87245480,BE,BE,ok
21959,Benezic,85581664,BE,BE,ok
22009,ogirf,85806041,BE,BE,ok
22020,Misantro,84953959,BE,BE,ok
22100,Pechenmettonijn,94352768,BE,BE,ok
22115,Savl,87755739,BE,BE,ok
22122,Filipo45,95778022,BE,BE,ok
22138,CisVK,96561841,BE,BE,ok
22164,toto8,84677059,BE,BE,ok
22174,laurens1991,95785172,BE,BE,ok
22193,Meraldinia,93686273,BE,BE,ok
22259,jenny_g,95557482,BE,BE,ok
22277,Angie smiley,95714467,BE,BE,ok
22293,cresti22,84685148,BE,BE,ok
22328,larissa1596,93845475,BE,BE,ok
22367,Faragi,93706062,BE,BE,ok
22420,vzjo,91132093,BE,BE,ok
22441,llisedm,85653515,BE,BE,ok
22578,Thelongknight,87641636,BE,BE,ok
22603,boetoe,85605394,BE,BE,ok
22606,Brambo6969,86815877,BE,BE,ok
22633,thrrbckr,90641894,BE,BE,ok
22671,Dutske,91154478,BE,BE,ok
22691,JONESSS,87065861,BE,BE,ok
22692,Simsteve,87814470,BE,BE,ok
22718,robinio420,90040796,BE,BE,ok
22753,Gisborn,84012815,BE,BE,ok
22780,Dries450,87567403,BE,BE,ok
22861,Selki,86706460,BE,BE,ok
22866,zertz7,88063550,BE,BE,ok
22871,mamanraton,87052064,BE,BE,ok
22897,Nannette,85781757,BE,BE,ok
22928,PsyLo777,86799935,BE,BE,ok
23027,Kristel1984,86000245,BE,BE,ok
23077,Zeker Niet Thomas,85866069,BE,BE,ok
23123,dakkiedak,85823336,BE,BE,ok
23138,Bombyno,86560157,BE,BE,ok
23197,xiali88,85714857,BE,BE,ok
23217,MightyMeerkat,86358304,BE,BE,ok
23268,niqueske,86936682,BE,BE,ok
23285,Laurentbr,92374325,BE,BE,ok
23286,olifant,85256209,BE,BE,ok
23290,Jooorg,85256015,BE,BE,ok
23291,AxlleVhz,88513481,BE,BE,ok
23294,Opper-Pionist,44781096,BE,BE,ok
23303,shark15,11000525,BE,BE,ok
23305,tjdba,97570405,BE,BE,ok
23321,AVDH28,95265834,BE,BE,ok
23322,The_E,97570527,BE,BE,ok
23333,darkhan2fr,88345157,BE,BE,ok
23344,willhagger08pigeon,97488424,BE,BE,ok
23368,tomtomevo,95133181,BE,BE,ok
23392,KENNYKE95,95015989,BE,BE,ok
23425,Sochiko,93649001,BE,BE,ok
23468,kro13,84823298,BE,BE,ok
23525,The K1995,90548473,BE,BE,ok
23588,Didi67,84331301,BE,BE,ok
23629,matsu matsu,85840245,BE,BE,ok
23633,Nathalie91,86596329,BE,BE,ok
23660,Valentes,87568933,BE,BE,ok
23685,bareazy,87486081,BE,BE,ok
23689,TIN0,88680424,BE,BE,ok
23726,Billeken,86071456,BE,BE,ok
23729,jeromedc,14972882,BE,BE,ok
23768,ThomasVanBrussel,85235654,BE,BE,ok
23795,Saskewiet,86248056,BE,BE,ok
23796,Lola77-78,93361580,BE,BE,ok
23834,Kuku81,91705838,BE,BE,ok
23840,StrijkKeyser,91690874,BE,BE,ok
23855,Djééé,85811434,BE,BE,ok
23893,Di3dgo,89594537,BE,BE,ok
23894,Lilly_BE,89899812,BE,BE,ok
23982,rlysiane1,88048416,BE,BE,ok
24014,Amazing_Palindrome,85633199,BE,BE,ok
24025,glaami,85119842,BE,BE,ok
24049,kevinbogaerts,87525257,BE,BE,ok
24057,DruytsT,87639446,BE,BE,ok
24072,EllexaTheBoss,85805911,BE,BE,ok
24079,Daniella hub,85790123,BE,BE,ok
24084,Eiffel197,83895240,BE,BE,ok
24090,DriesV,86396076,BE,BE,ok
24107,kurk93,86524943,BE,BE,ok
24156,leonevicentino,85487641,BE,BE,ok
24161,HandsomeVince,85410916,BE,BE,ok
24206,Tuur_Dedeurwaerder,85344734,BE,BE,ok
24273,CestQuiLui,85013553,BE,BE,ok
24403,Heidi Vanbrabant,89322003,BE,BE,ok
24410,LeniPeni,85513609,BE,BE,ok
24526,Oberon2020,86305128,BE,BE,ok
24527,gogetm,87464372,BE,BE,ok
24545,RuneSilver,88473296,BE,BE,ok
24583,jeffrey98,96368872,BE,BE,ok
24598,jt demaude,98390408,BE,BE,ok
24633,Dooriienn,96137352,BE,BE,ok
24682,Joyeke2009,87712485,BE,BE,ok
24727,ikke et moi,85870582,BE,BE,ok
24733,Privet_Romanova,92531622,BE,BE,ok
24791,JMVH,87398852,BE,BE,ok
24793,Ceel-v,85750586,BE,BE,ok
24803,Djangette,93667755,BE,BE,ok
24834,project1234,93343349,BE,BE,ok
24850,ntorashanga,85609149,BE,BE,ok
24859,Straatsmurf,88881482,BE,BE,ok
24879,Marianne1206,92051810,BE,BE,ok
24902,keloco,92720021,BE,BE,ok
24984,Grognon42,88582127,BE,BE,ok
25024,Nargaux,98049729,BE,BE,ok
25044,Gylome,97113735,BE,BE,ok
25076,mimi1979,85280286,BE,BE,ok
25090,sharp-turtle207,97968190,BE,BE,ok
25118,mirlitons,85232714,BE,BE,ok
25145,rebsch,98015202,BE,BE,ok
25160,Boardgame Inspector,88633918,BE,BE,ok
25181,lynn_20011995,98331693,BE,BE,ok
25199,-Wesley1982-,95777572,BE,BE,ok
25206,Dame2Coeur,98359156,BE,BE,ok
25227,Mamorruu,98019862,BE,BE,ok
25342,Aster M,97405033,BE,BE,ok
25400,titia dv,91741048,BE,BE,ok
25462,SWIJNEN4,92186865,BE,BE,ok
25484,antonihuy,91679199,BE,BE,ok
25510,Mimicracra001,85280862,BE,BE,ok
25514,benkrdg,87041533,BE,BE,ok
25518,tdn01005,94162625,BE,BE,ok
25547,Psycho Bivi,88890240,BE,BE,ok
25549,afkalir,95489715,BE,BE,ok
25552,Yelna,386037,BE,BE,ok
25568,Drrabbits,3373741,BE,BE,ok
25732,Arevaatje,93343808,BE,BE,ok
25830,Genkky,92439654,BE,BE,ok
25842,chairminator,93583313,BE,BE,ok
25906,STW4,85649967,BE,BE,ok
25927,SanderZw,93348447,BE,BE,ok
25955,Tiziano cord,94023128,BE,BE,ok
25970,Leah Ann,87658767,BE,CA,MISMATCH
25971,naranja media,99483439,BE,CN,MISMATCH
25972,Tacobeli,98801941,BE,US,MISMATCH
25973,Alco Smoke,88116493,BE,SE,MISMATCH
25974,frosty-goose379,99390289,BE,DE,MISMATCH
25975,Zebra100,93073232,BE,GB,MISMATCH
25976,Frijider,96923394,BE,HU,MISMATCH
25977,funny-dog454,98607999,BE,US,MISMATCH
25978,Jpsvn,94167862,BE,IT,MISMATCH
25979,M_abel,98961342,BE,TW,MISMATCH
25980,lingxxc,92347918,BE,HK,MISMATCH
25987,anaprts,99045872,BE,PT,MISMATCH
25988,Nathinat0903,96073363,BE,FR,MISMATCH
25989,astraman,89260728,BE,PL,MISMATCH
25990,k8bo8,98840148,BE,PL,MISMATCH
25991,Yapok,99609049,BE,DE,MISMATCH
25992,pomps71,98195948,BE,US,MISMATCH
25993,danie76,98931836,BE,ES,MISMATCH
25994,John_Ignite,99594006,BE,AR,MISMATCH
25995,forumensaker5r,99012467,BE,SE,MISMATCH
25996,Vika Lape,89844018,BE,DK,MISMATCH
25997,Heather0568,88825573,BE,GB,MISMATCH
25998,bonoboboardgame,93664560,BE,US,MISMATCH
25999,Florenc,96826526,BE,RU,MISMATCH
26000,sunnimoni,99585563,BE,JP,MISMATCH
26001,masterangelo007,99619583,BE,PL,MISMATCH
26002,Mish_7,98718486,BE,IT,MISMATCH
26449,magimar,95626447,BE,IT,MISMATCH
26450,kangaroo495,99451001,BE,NL,MISMATCH
26451,vivaldilorenzolegh,99580791,BE,IT,MISMATCH
26452,casscassou,85914839,BE,FR,MISMATCH
26453,Fletxes,95560519,BE,ES,MISMATCH
26454,Elarian9,99373115,BE,BG,MISMATCH
26455,Tumsa_33,99173701,BE,LV,MISMATCH
26456,Vève081,99343953,BE,GP,MISMATCH
26457,THOMAS DERIEV,93922824,BE,BE,ok
26458,freshmintmint,98310579,BE,HK,MISMATCH
26459,Este neko,98292445,BE,CL,MISMATCH
26460,Teampaddy,86660508,BE,IE,MISMATCH
26461,hullqin-Pan,98726062,BE,CN,MISMATCH
26462,Kolibrie1,97525991,BE,BE,ok
26463,Dragonsacre95,86365066,BE,FR,MISMATCH
26464,plumelechat,89949498,BE,FR,MISMATCH
26465,Niewiem,20610828,BE,PL,MISMATCH
26466,Pawel66,97532746,BE,PL,MISMATCH
